Player,Player,2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Lg,MP,ORB,PF,PTS,Player.1_x,Pos,STL,Season,TOV,TRB,Tm,eFG%,Player.1_y,Salary
Hilton Armstrong,Hilton Armstrong,30,.492,61,1,.333,3,10.0,26.0,16.0,75.0,31,.484,64,14.0,0.609,23.0,41,2,NBA,412,39.0,75.0,77.0,Hilton Armstrong,C,15.0,2010-11,25.0,114.0,WAS,0.492,Hilton Armstrong,992680
Hilton Armstrong,Hilton Armstrong,5,.455,11,1,1.000,1,4.0,26.0,5.0,14.0,6,.500,12,2.0,0.2,10.0,12,0,NBA,76,3.0,9.0,15.0,Hilton Armstrong,C,3.0,2010-11,3.0,17.0,ATL,0.542,Hilton Armstrong,992680
Darrell Arthur,Darrell Arthur,191,.440,434,0,.000,2,43.0,20.0,52.0,238.0,191,.438,436,40.0,0.667,60.0,76,64,NBA,1464,108.0,206.0,422.0,Darrell Arthur,PF,52.0,2008-09,47.0,346.0,MEM,0.438,Darrell Arthur,977160
Darrell Arthur,Darrell Arthur,63,.434,145,0,.000,1,15.0,21.0,14.0,73.0,63,.432,146,17.0,0.567,30.0,32,1,NBA,457,37.0,60.0,143.0,Darrell Arthur,PF,14.0,2009-10,22.0,110.0,MEM,0.432,Darrell Arthur,1050480
Darrell Arthur,Darrell Arthur,310,.502,618,0,.000,6,53.0,22.0,63.0,227.0,310,.497,624,109.0,0.813,134.0,80,9,NBA,1609,115.0,228.0,729.0,Darrell Arthur,PF,52.0,2010-11,88.0,342.0,MEM,0.497,Darrell Arthur,1123680
Darrell Arthur,Darrell Arthur,5,.278,18,162,.451,359,68.0,23.0,169.0,46.0,59,970,3,341.0,0.458,0.46,MEM,NBA,2012-13,PF,33.0,24.0,33.0,Darrell Arthur,24,101.0,2011-12,33.0,0.717,Did Not Play (injury—achilles),157.0,Darrell Arthur,2027119
Omer Asik,Omer Asik,78,.553,141,0,,0,32.0,24.0,56.0,194.0,78,.553,141,73.0,0.503,145.0,82,0,NBA,989,112.0,153.0,229.0,Omer Asik,C,20.0,2010-11,64.0,306.0,CHI,0.553,Omer Asik,1721000
Omer Asik,Omer Asik,79,.506,156,0,,0,32.0,25.0,68.0,223.0,79,.506,156,47.0,0.456,103.0,66,2,NBA,971,127.0,121.0,205.0,Omer Asik,C,30.0,2011-12,68.0,350.0,CHI,0.506,Omer Asik,1857500
Omer Asik,Omer Asik,332,.542,613,0,.000,1,75.0,26.0,87.0,681.0,332,.541,614,168.0,0.562,299.0,82,82,NBA,2464,275.0,223.0,832.0,Omer Asik,C,46.0,2012-13,173.0,956.0,HOU,0.541,Omer Asik,8374646
Omer Asik,Omer Asik,101,.532,190,0,,0,25.0,27.0,37.0,277.0,101,.532,190,78.0,0.619,126.0,48,19,NBA,968,101.0,92.0,280.0,Omer Asik,C,14.0,2013-14,59.0,378.0,HOU,0.532,Omer Asik,8374646
Omer Asik,Omer Asik,213,.517,412,0,,0,72.0,28.0,54.0,504.0,213,.517,412,131.0,0.582,225.0,76,76,NBA,1982,244.0,144.0,557.0,Omer Asik,C,29.0,2014-15,95.0,748.0,NOP,0.517,Omer Asik,8374646
D.J. Augustin,D.J. Augustin,159,.424,375,108,.439,246,250.0,21.0,2.0,116.0,267,.430,621,208.0,0.893,233.0,72,12,NBA,1908,17.0,140.0,850.0,D.J. Augustin,PG,42.0,2008-09,119.0,133.0,CHA,0.517,D.J. Augustin,2208960
D.J. Augustin,D.J. Augustin,98,.381,257,70,.393,178,193.0,22.0,5.0,86.0,168,.386,435,102.0,0.779,131.0,80,2,NBA,1472,11.0,127.0,508.0,D.J. Augustin,PG,45.0,2009-10,74.0,97.0,CHA,0.467,D.J. Augustin,2385480
D.J. Augustin,D.J. Augustin,288,.461,625,111,.333,333,498.0,23.0,3.0,187.0,399,.416,958,269.0,0.906,297.0,82,82,NBA,2757,38.0,152.0,1178.0,D.J. Augustin,PG,54.0,2010-11,155.0,225.0,CHA,0.474,D.J. Augustin,2540400
D.J. Augustin,D.J. Augustin,122,.396,308,61,.341,179,307.0,24.0,1.0,85.0,183,.376,487,105.0,0.875,120.0,48,46,NBA,1408,24.0,65.0,532.0,D.J. Augustin,PG,36.0,2011-12,110.0,109.0,CHA,0.438,D.J. Augustin,3236470
D.J. Augustin,D.J. Augustin,36,.346,104,67,.353,190,170.0,25.0,3.0,71.0,103,.350,294,83.0,0.838,99.0,76,5,NBA,1226,20.0,64.0,356.0,D.J. Augustin,PG,34.0,2012-13,68.0,91.0,IND,0.464,D.J. Augustin,3500000
D.J. Augustin,D.J. Augustin,165,.427,386,133,.401,332,313.0,26.0,3.0,115.0,298,.415,718,201.0,0.885,227.0,71,9,NBA,1939,15.0,147.0,930.0,D.J. Augustin,PG,53.0,2013-14,125.0,130.0,TOT,0.508,D.J. Augustin,1267000
D.J. Augustin,D.J. Augustin,6,.462,13,1,.091,11,10.0,26.0,0.0,4.0,7,.292,24,6.0,1.0,6.0,10,0,NBA,82,0.0,7.0,21.0,D.J. Augustin,PG,1.0,2013-14,9.0,4.0,TOR,0.313,D.J. Augustin,1267000
D.J. Augustin,D.J. Augustin,159,.426,373,132,.411,321,303.0,26.0,3.0,111.0,291,.419,694,195.0,0.882,221.0,61,9,NBA,1857,15.0,140.0,909.0,D.J. Augustin,PG,52.0,2013-14,116.0,126.0,CHI,0.514,D.J. Augustin,1267000
D.J. Augustin,D.J. Augustin,175,.436,401,83,.337,246,353.0,27.0,3.0,141.0,258,.399,647,178.0,0.868,205.0,82,14,NBA,1964,20.0,93.0,777.0,D.J. Augustin,PG,49.0,2014-15,145.0,161.0,TOT,0.463,D.J. Augustin,3000000
D.J. Augustin,D.J. Augustin,140,.450,311,49,.327,150,265.0,27.0,2.0,87.0,189,.410,461,147.0,0.87,169.0,54,13,NBA,1287,13.0,61.0,574.0,D.J. Augustin,PG,33.0,2014-15,110.0,100.0,DET,0.463,D.J. Augustin,3000000
D.J. Augustin,D.J. Augustin,35,.389,90,34,.354,96,88.0,27.0,1.0,54.0,69,.371,186,31.0,0.861,36.0,28,1,NBA,677,7.0,32.0,203.0,D.J. Augustin,PG,16.0,2014-15,35.0,61.0,OKC,0.462,D.J. Augustin,3000000
Gustavo Ayon,Gustavo Ayon,140,.538,260,0,.000,1,74.0,26.0,46.0,179.0,140,.536,261,39.0,0.619,63.0,54,24,NBA,1088,86.0,118.0,319.0,Gustavo Ayon,PF,53.0,2011-12,46.0,265.0,NOH,0.536,Gustavo Ayon,1567500
Gustavo Ayon,Gustavo Ayon,92,.551,167,0,,0,71.0,27.0,17.0,139.0,92,.551,167,20.0,0.4,50.0,55,3,NBA,734,60.0,107.0,204.0,Gustavo Ayon,C,22.0,2012-13,47.0,199.0,TOT,0.551,Gustavo Ayon,1500000
Gustavo Ayon,Gustavo Ayon,67,.536,125,0,,0,59.0,27.0,13.0,100.0,67,.536,125,19.0,0.5,38.0,43,3,NBA,571,40.0,83.0,153.0,Gustavo Ayon,C,13.0,2012-13,38.0,140.0,ORL,0.536,Gustavo Ayon,1500000
Gustavo Ayon,Gustavo Ayon,25,.595,42,0,,0,12.0,27.0,4.0,39.0,25,.595,42,1.0,0.083,12.0,12,0,NBA,163,20.0,24.0,51.0,Gustavo Ayon,C,9.0,2012-13,9.0,59.0,MIL,0.595,Gustavo Ayon,1500000
Gustavo Ayon,Gustavo Ayon,52,.510,102,0,,0,28.0,28.0,10.0,83.0,52,.510,102,8.0,0.4,20.0,26,14,NBA,429,42.0,47.0,112.0,Gustavo Ayon,C,25.0,2013-14,29.0,125.0,ATL,0.51,Gustavo Ayon,1500000
Jeff Ayres,Jeff Ayres,43,.662,65,0,,0,1.0,22.0,16.0,73.0,43,.662,65,18.0,0.9,20.0,39,4,NBA,405,25.0,76.0,104.0,Jeff Ayres,C,7.0,2009-10,12.0,98.0,POR,0.662,Jeff Ayres,457588
Luke Babbitt,Luke Babbitt,12,.308,39,3,.188,16,6.0,21.0,2.0,24.0,15,.273,55,3.0,0.333,9.0,24,0,NBA,137,6.0,15.0,36.0,Luke Babbitt,SF,2.0,2010-11,8.0,30.0,POR,0.3,Luke Babbitt,1645440
Luke Babbitt,Luke Babbitt,28,.384,73,43,.430,100,16.0,22.0,4.0,79.0,71,.410,173,17.0,0.85,20.0,40,4,NBA,537,16.0,46.0,202.0,Luke Babbitt,SF,10.0,2011-12,27.0,95.0,POR,0.535,Luke Babbitt,1768800
Luke Babbitt,Luke Babbitt,24,.429,56,62,.348,178,29.0,23.0,5.0,122.0,86,.368,234,10.0,0.769,13.0,62,0,NBA,730,15.0,82.0,244.0,Luke Babbitt,PF,14.0,2012-13,22.0,137.0,POR,0.5,Luke Babbitt,1892280
Luke Babbitt,Luke Babbitt,33,.429,77,59,.513,115,24.0,25.0,11.0,99.0,92,.479,192,13.0,0.684,19.0,63,19,NBA,830,12.0,63.0,256.0,Luke Babbitt,SF,17.0,2014-15,26.0,111.0,NOP,0.633,Luke Babbitt,981084
Cameron Bairstow,Cameron Bairstow,3,.214,14,0,,0,1.0,24.0,1.0,2.0,3,.214,14,4.0,0.8,5.0,18,1,NBA,64,6.0,8.0,10.0,Cameron Bairstow,PF,2.0,2014-15,3.0,8.0,CHI,0.214,Cameron Bairstow,507336
Renaldo Balkman,Renaldo Balkman,134,.540,248,5,.185,27,44.0,22.0,44.0,197.0,139,.505,275,51.0,0.567,90.0,68,1,NBA,1064,97.0,146.0,334.0,Renaldo Balkman,SF,57.0,2006-07,49.0,294.0,NYK,0.515,Renaldo Balkman,1191240
Renaldo Balkman,Renaldo Balkman,90,.517,174,1,.083,12,40.0,23.0,30.0,133.0,91,.489,186,41.0,0.432,95.0,65,0,NBA,952,83.0,132.0,224.0,Renaldo Balkman,SF,44.0,2007-08,37.0,216.0,NYK,0.492,Renaldo Balkman,1280640
Renaldo Balkman,Renaldo Balkman,108,.568,190,2,.286,7,34.0,24.0,23.0,117.0,110,.558,197,42.0,0.646,65.0,53,10,NBA,780,86.0,98.0,264.0,Renaldo Balkman,PF,47.0,2008-09,35.0,203.0,DEN,0.563,Renaldo Balkman,1369920
Renaldo Balkman,Renaldo Balkman,6,.545,11,0,.000,7,7.0,25.0,2.0,19.0,6,.333,18,2.0,0.333,6.0,13,1,NBA,91,4.0,16.0,14.0,Renaldo Balkman,SF,8.0,2009-10,6.0,23.0,DEN,0.333,Renaldo Balkman,2112417
Renaldo Balkman,Renaldo Balkman,5,.455,11,1,.500,2,2.0,26.0,2.0,5.0,6,.462,13,3.0,0.75,4.0,8,0,NBA,62,2.0,15.0,16.0,Renaldo Balkman,SF,4.0,2010-11,1.0,7.0,TOT,0.5,Renaldo Balkman,1675000
Renaldo Balkman,Renaldo Balkman,5,.556,9,0,,0,2.0,26.0,2.0,3.0,5,.556,9,3.0,0.75,4.0,5,0,NBA,44,1.0,11.0,13.0,Renaldo Balkman,SF,3.0,2010-11,0.0,4.0,DEN,0.556,Renaldo Balkman,1675000
Renaldo Balkman,Renaldo Balkman,0,.000,2,1,.500,2,0.0,26.0,0.0,2.0,1,.250,4,0.0,,0.0,3,0,NBA,18,1.0,4.0,3.0,Renaldo Balkman,SF,1.0,2010-11,1.0,3.0,NYK,0.375,Renaldo Balkman,1675000
Renaldo Balkman,Renaldo Balkman,14,.609,23,2,.222,9,5.0,27.0,3.0,20.0,16,.500,32,8.0,0.727,11.0,14,0,NBA,115,6.0,14.0,42.0,Renaldo Balkman,SF,4.0,2011-12,6.0,26.0,NYK,0.531,Renaldo Balkman,1675000
Leandro Barbosa,Leandro Barbosa,127,.488,260,83,.395,210,165.0,21.0,7.0,100.0,210,.447,470,47.0,0.77,61.0,70,46,NBA,1500,23.0,184.0,550.0,Leandro Barbosa,PG,93.0,2003-04,120.0,123.0,PHO,0.535,Leandro Barbosa,809280
Leandro Barbosa,Leandro Barbosa,117,.544,215,51,.367,139,126.0,22.0,7.0,98.0,168,.475,354,55.0,0.797,69.0,63,6,NBA,1087,32.0,127.0,442.0,Leandro Barbosa,PG,30.0,2004-05,87.0,130.0,PHO,0.547,Leandro Barbosa,870000
Leandro Barbosa,Leandro Barbosa,186,.501,371,87,.444,196,158.0,23.0,6.0,119.0,273,.481,567,111.0,0.755,147.0,57,11,NBA,1592,31.0,145.0,744.0,Leandro Barbosa,SG,48.0,2005-06,89.0,150.0,PHO,0.558,Leandro Barbosa,930600
Leandro Barbosa,Leandro Barbosa,339,.504,673,190,.434,438,317.0,24.0,15.0,192.0,529,.476,1111,196.0,0.845,232.0,80,18,NBA,2613,22.0,210.0,1444.0,Leandro Barbosa,SG,96.0,2006-07,146.0,214.0,PHO,0.562,Leandro Barbosa,1679733
Leandro Barbosa,Leandro Barbosa,308,.514,599,164,.389,422,216.0,25.0,18.0,191.0,472,.462,1021,175.0,0.822,213.0,82,12,NBA,2421,40.0,195.0,1283.0,Leandro Barbosa,SG,75.0,2007-08,117.0,231.0,PHO,0.543,Leandro Barbosa,5600000
Leandro Barbosa,Leandro Barbosa,276,.532,519,90,.375,240,162.0,26.0,7.0,147.0,366,.482,759,171.0,0.881,194.0,70,11,NBA,1705,34.0,115.0,993.0,Leandro Barbosa,SG,82.0,2008-09,93.0,181.0,PHO,0.542,Leandro Barbosa,6100000
Leandro Barbosa,Leandro Barbosa,111,.485,229,44,.324,136,64.0,27.0,12.0,58.0,155,.425,365,64.0,0.877,73.0,44,5,NBA,786,11.0,71.0,418.0,Leandro Barbosa,PG,23.0,2009-10,46.0,69.0,PHO,0.485,Leandro Barbosa,6600000
Leandro Barbosa,Leandro Barbosa,222,.505,440,72,.338,213,119.0,28.0,6.0,85.0,294,.450,653,109.0,0.796,137.0,58,0,NBA,1395,14.0,112.0,769.0,Leandro Barbosa,SG,50.0,2010-11,84.0,99.0,TOR,0.505,Leandro Barbosa,7100000
Leandro Barbosa,Leandro Barbosa,206,.441,467,65,.382,170,96.0,29.0,7.0,95.0,271,.425,637,101.0,0.815,124.0,64,0,NBA,1382,33.0,135.0,708.0,Leandro Barbosa,SG,56.0,2011-12,94.0,128.0,TOT,0.476,Leandro Barbosa,7600000
Leandro Barbosa,Leandro Barbosa,158,.461,343,40,.360,111,63.0,29.0,7.0,58.0,198,.436,454,76.0,0.835,91.0,42,0,NBA,946,21.0,101.0,512.0,Leandro Barbosa,SG,36.0,2011-12,68.0,79.0,TOR,0.48,Leandro Barbosa,7600000
Leandro Barbosa,Leandro Barbosa,48,.387,124,25,.424,59,33.0,29.0,0.0,37.0,73,.399,183,25.0,0.758,33.0,22,0,NBA,436,12.0,34.0,196.0,Leandro Barbosa,SG,20.0,2011-12,26.0,49.0,IND,0.467,Leandro Barbosa,7600000
Leandro Barbosa,Leandro Barbosa,65,.445,146,18,.383,47,58.0,30.0,6.0,38.0,83,.430,193,31.0,0.756,41.0,41,2,NBA,513,8.0,51.0,215.0,Leandro Barbosa,PG,17.0,2012-13,21.0,46.0,BOS,0.477,Leandro Barbosa,1229255
Leandro Barbosa,Leandro Barbosa,140,.511,274,43,.384,112,99.0,32.0,8.0,68.0,183,.474,386,58.0,0.784,74.0,66,1,NBA,982,23.0,87.0,467.0,Leandro Barbosa,SG,41.0,2014-15,44.0,91.0,GSW,0.53,Leandro Barbosa,1448490
J.J. Barea,J.J. Barea,22,.386,57,6,.286,21,24.0,22.0,1.0,18.0,28,.359,78,16.0,0.667,24.0,33,1,NBA,191,7.0,19.0,78.0,J.J. Barea,PG,1.0,2006-07,14.0,25.0,DAL,0.397,J.J. Barea,412718
J.J. Barea,J.J. Barea,50,.431,116,21,.389,54,58.0,23.0,1.0,43.0,71,.418,170,28.0,0.8,35.0,44,9,NBA,460,4.0,48.0,191.0,J.J. Barea,PG,14.0,2007-08,35.0,47.0,DAL,0.479,J.J. Barea,687456
J.J. Barea,J.J. Barea,191,.474,403,55,.357,154,269.0,24.0,5.0,141.0,246,.442,557,70.0,0.753,93.0,79,15,NBA,1600,36.0,121.0,617.0,J.J. Barea,SG,37.0,2008-09,105.0,177.0,DAL,0.491,J.J. Barea,1500000
J.J. Barea,J.J. Barea,176,.476,370,56,.357,157,258.0,25.0,6.0,129.0,232,.440,527,76.0,0.844,90.0,78,18,NBA,1546,17.0,119.0,596.0,J.J. Barea,PG,35.0,2009-10,102.0,146.0,DAL,0.493,J.J. Barea,1657500
J.J. Barea,J.J. Barea,219,.476,460,66,.349,189,317.0,26.0,1.0,130.0,285,.439,649,133.0,0.847,157.0,81,2,NBA,1669,29.0,136.0,769.0,J.J. Barea,PG,30.0,2010-11,136.0,159.0,DAL,0.49,J.J. Barea,1815000
J.J. Barea,J.J. Barea,114,.415,275,53,.371,143,232.0,27.0,0.0,100.0,167,.400,418,76.0,0.776,98.0,41,11,NBA,1032,14.0,61.0,463.0,J.J. Barea,PG,21.0,2011-12,103.0,114.0,MIN,0.463,J.J. Barea,4300000
J.J. Barea,J.J. Barea,219,.458,478,97,.346,280,294.0,28.0,0.0,173.0,316,.417,758,105.0,0.784,134.0,74,2,NBA,1713,34.0,131.0,834.0,J.J. Barea,PG,32.0,2012-13,145.0,207.0,MIN,0.481,J.J. Barea,4493500
